Ticker,Name,Business,Market,IPO,MarketCap,Sector
MBI,MBIA,クレジットプロテクションを手掛ける金融保証会社,NYSE,1987,533.71,Financial Services
MBII,Marrone Bio Innovations Inc,バイオ商品を生産している企業,NASDAQ,2013,236.66,Basic Materials
MBIN,Merchants Bancorp (Indiana),米国の銀行持株会社,NASDAQ,2017,1231.59,Financial Services
MBIO,Mustang Bio Inc,癌の免疫療法に注力する臨床段階のバイオ医薬品会社,NASDAQ,2017,310.84,Healthcare
MBOT,Microbot Medical Inc,学界と産業界のための幹細胞治療薬や関連ツールと技術の研究・開発・商品化に従事,NASDAQ,1992,52.53,Healthcare
MBRX,Moleculin Biotech Inc,米国のバイオ医薬品企業,NASDAQ,2016,106.1,Healthcare
MBUU,Malibu Boats Inc A,米国のマリンスポーツボードメーカー,NASDAQ,2014,1606.27,Consumer Cyclical
MBWM,Mercantile Bank Corp,銀行持株会社,NASDAQ,1999,521.75,Financial Services
MC,Moelis & Co A,米国の独立系投資銀行,NYSE,2014,3258.37,Financial Services
MCB,Metropolitan Bank Holding Corp,米国の銀行持株会社,NYSE,2017,543.51,Financial Services
MCBC,Macatawa Bank Corporation,米国の銀行持株会社,NASDAQ,1998,322.44,Financial Services
MCBS,MetroCity Bankshares Inc,米国の韓国系銀行持株会社,NASDAQ,2019,448.83,Financial Services
MCD,McDonald's,世界的ファーストフードチェーン,NYSE,1966,174142.1,Consumer Cyclical
MCF,Contango Oil & Gas Co,石油・天然ガス企業,NYSE American,1994,1081.7,Energy
MCFE,McAfee Corp A,デバイスからクラウドまでを保護するサイバーセキュリティ企業,NASDAQ,2020,11742.05,Technology
MCFT,MasterCraft Boat Holdings Inc,米国のスポーツボート製造持株会社,NASDAQ,2015,503.32,Consumer Cyclical
MCHP,Microchip Technology,制御関連製品およびアプリケーションの設計、製造、販売に従事,NASDAQ,1993,42501.25,Technology
MCHX,Marchex Inc B,米国のモバイル広告ソリューション会社,NASDAQ,2004,105.11,Communication Services
MCK,McKesson,医薬・医療品卸およびサービス会社,NYSE,1994,30836.78,Healthcare
MCO,Moody's,米国の大手格付け機関,NYSE,1994,62833.68,Financial Services
MCRB,Seres Therapeutics Inc,米国のマイクロバイオーム治療法プラットフォーム開発企業,NASDAQ,2015,1720.78,Healthcare
MCRI,Monarch Casino & Resort Inc,米国のカジノリゾート会社,NASDAQ,1993,1309.65,Consumer Cyclical
MCS,Marcus Corporation,映画館事業、ホテル・リゾート事業,NYSE,1980,694.99,Communication Services
MCY,Mercury General,自動車保険引受会社。主にカリフォリニア州で代理店と通じて個人向け自動車保険の販売を手掛ける。,NYSE,1985,3416.93,Financial Services
MD,MEDNAX Inc,子会社を通して病院を対象に新生児、母体・胎児、小児循環器、小児集中治療などの分野で専門サービスを提供している院内業務管理サービスの持株会社。,NYSE,1995,2757.46,Healthcare
MDB,MongoDB,オープンソースのデータベースを開発・提供している会社,NASDAQ,2017,19577.1,Technology
MDC,MDC Holdings Inc,子会社を通じて、RichmondAmericanHomesブランドの住宅を建設・販売している住宅建設会社。,NYSE,1980,3982.75,Consumer Cyclical
MDGL,Madrigal Pharmaceuticals Inc,バイオ医薬品会社,NASDAQ,2007,1676.37,Healthcare
MDLA,Medallia Inc,企業向けにカスタマーエクスペリエンス管理システムを提供している会社。,NYSE,2019,4441.47,Technology
MDLZ,Mondelez International,オレオやナビスコなどの世界的なスナック菓子メーカー,NASDAQ,2001,89929.53,Consumer Defensive
MDP,Meredith Corporation,総合メディア会社。,NYSE,1980,1798.02,Communication Services
MDRX,Allscripts Misys Healthcare Solutions,臨床ソフトウエアを開発･販売する医療関連ソフトウエア会社,NASDAQ,1999,2552.26,Healthcare
MDT,Medtronic,医療・健康関連機器メーカー,NYSE,1973,166627.8,Healthcare
MDU,MDU Resources Group,建設資材の販売と請負事業を行う,NYSE,1973,6800.39,Basic Materials
MDVL,MedAvail Holdings Inc,筋肉増強効果がある栄養サプリなどの発見、開発、販売に従事している会社,NASDAQ,2010,440.01,Healthcare
MDWD,MediWound Ltd,バイオ医薬品企業,NASDAQ,2014,94,Healthcare
MDXG,MiMedx Group Inc,人間の羊膜から回生生体材料製品を製造、統合された開発、製造およびマーケティングに従事,NASDAQ,2008,1212.15,Healthcare
MEC,Mayville Engineering Co Inc,米国の車・建設・アフターマーケット部品の委託製造会社,NYSE,2019,383.81,Industrials
MED,Medifast Inc,体重管理と疾病管理製品及び他の健康・ダイエット製品の生産販売をしている会社,NYSE,1993,3676.17,Consumer Cyclical
MEDP,Medpace Holdings Inc,臨床試験受託企業,NASDAQ,2016,6086.5,Healthcare
MEG,Montrose Environmental Group Inc,テレビ局などを運営する米国のマルチメディア会社,NYSE,2020,1316.59,Industrials
MEI,Methode Electronics Inc,米国の電気機械装置メーカー,NYSE,1982,1893.5,Technology
MEIP,MEI Pharma Inc,米国の腫瘍専門の医薬品メーカー,NASDAQ,2003,334.4,Healthcare
MELI,MercadoLibre,南米で事業を行うアルゼンチンのEコマース会社,NASDAQ,2007,66075.24,Consumer Cyclical
MEOH,Methanex Corp,自動車のフロントガラス洗浄液など消費者製品用のメタノールを製造,NASDAQ,1992,2798.59,Basic Materials
MERC,Mercer International Inc,カナダのパルプ製造会社。,NASDAQ,1988,906.02,Basic Materials
MESA,Mesa Air Group,米国の地域航空旅客・貸物サービス持株会社。子会社を通じて、旅客や貨物の定期便運航サービスを提供している。,NASDAQ,2018,344.86,Industrials
MET,Metlife,生命保険を中心に総合金融サービスを提供,NYSE,2000,58267.62,Financial Services
METC,Ramaco Resources Inc,米国の石炭採掘会社,NASDAQ,2017,268.56,Basic Materials
METX,Meten EdtechX Education Group Ltd,オンラインの教育サービスを提供,NASDAQ,2018,101.61,Consumer Defensive
MFC,Manulife Financial,カナダの大手保険会社,NYSE,1999,40492.21,Financial Services
MFIN,Medallion Financial Corp,特殊金融会社。タクシーの営業免許証、関連資産の購入および、劣後ローン、消費者ローンを提供。,NASDAQ,1996,232.31,Financial Services
MFNC,Mackinac Financial Corporation,米国の銀行持株会社,NASDAQ,2000,226.1,Financial Services
MG,Mistras Group Inc,エンジニアリング・サービス企業,NYSE,2009,314.04,Industrials
MGA,Magna International,カナダの自動車システム・メーカー,NYSE,1984,31278.96,Consumer Cyclical
MGEE,MGE Energy Inc,エネルギー事業を展開する米国の持株会社,NASDAQ,1980,2728.89,Utilities
MGI,MoneyGram International,1940年設立の決済サービス会社。代理店や金融機関を通じて個人、法人向けの決済サービスを手掛ける。国際送金事業、フィナンシャルペーパープロダクト事業を行う。,NASDAQ,2004,885.98,Financial Services
MGIC,Magic Software Enterprises Ltd,アプリケーションプラットフォームとシステム連携ソリューションのプロバイダー,NASDAQ,1991,774.07,Technology
MGLN,Magellan Health Services Inc,行動療法専門のヘルスケアサービス会社。,NASDAQ,2004,2464.43,Healthcare
MGM,MGM Resorts International,ホテル、カジノの経営会社,NYSE,1988,20980.22,Consumer Cyclical
MGNI,Magnite Inc,米国のインターネット広告関連事業者,NASDAQ,2014,3707.27,Communication Services
MGNX,MacroGenics Inc,自己免疫疾患、がん、感染症の治療薬を専門とする生物製剤の新薬開発会社。,NASDAQ,2013,1822.71,Healthcare
MGPI,MGP Ingredients Inc,米国の蒸留製品製造持株会社。,NASDAQ,1988,1597.8,Basic Materials
MGRC,McGrath RentCorp,再配置可能なモジュール式の建物、電子試験装置、及び液体・固体貯蔵タンク等の企業間のレンタル事業会社,NASDAQ,1984,2031.92,Industrials
MGTA,Magenta Therapeutics Inc,米国の臨床段階のバイオテクノロジー会社,NASDAQ,2018,588.19,Healthcare
MGTX,MeiraGTx,米国（ケイマン籍）のバイオ医薬品企業。遺伝子治療製造および形質転換遺伝子制御技術を提供している。,NASDAQ,2018,651.39,Healthcare
MGY,Magnolia Oil & Gas Corporation A,米国のブランクチェック・カンパニー(白地小切手会社),NYSE,2017,3431.25,Energy
MHH,Mastech Digital Inc,IT人材派遣を行っている米国の企業,NYSE American,2008,196.73,Industrials
MHK,Mohawk Industries,カーペットやセラミ ックタイルなどの床製品メーカー,NYSE,1992,14039.89,Consumer Cyclical
MHO,M I Homes Inc,米国の住宅建設会社,NYSE,1993,1981.12,Consumer Cyclical
MIC,Macquarie Infrastructure,各種インフラ事業の保有、経営、投資に従事するインフラ投資会社。,NYSE,2004,3065.78,Industrials
MIDD,Middleby Corp,Marshall、Southbendブランドの厨房機器メーカー,NASDAQ,1987,9521.48,Industrials
MIME,Mimecast Ltd,英国(ジャージー島籍)のIT企業。クラウドベースのデータ保護、電子メールのセキュリティーなどITに関わるリスク管理サービスを提供する。,NASDAQ,2015,3288.44,Technology
MIRM,Mirum Pharmaceuticals Inc,胆汁うっ滞性肝疾患治療薬を開発するバイオテクノロジー企業,NASDAQ,2019,514.05,Healthcare
MIST,Milestone Pharmaceuticals Inc,バイオ医薬品企業,NASDAQ,2019,164.45,Healthcare
MITK,Mitek Systems Inc,書類画像処理業界を対象に、文字認識技術・製品・サービスを提供しているソフトウエア会社。,NASDAQ,1989,736.55,Technology
MKC,McCormick,調味料メーカー,NYSE,1973,23972.53,Consumer Defensive
MKL,Markel,ニッチ分野の特殊保険会社,NYSE,1986,16897.41,Financial Services
MKSI,MKS Instruments,1961年設立、半導体と類似産業の製造工程におけるガスの制御・分析に使用される機器を製造する。製品はフラットパネルディスプレー、光ファイバーケーブル等に利用される。,NASDAQ,1999,10321.22,Technology
MKTX,MarketAxess Holdings Inc,機関投資家向け社債及び他の種類の確定利付証券を取引できる電子取引プラットフォームの運営をしている企業,NASDAQ,2004,16872.28,Financial Services
MLAB,Mesa Laboratories Inc,米国の電子計測機器メーカー,NASDAQ,1984,1345.34,Technology
MLHR,Herman Miller Inc,オフィス内装、家具システム、製品、およびサービスの研究、設計、製造、販売を手掛けているオフィス家具メーカー。,NASDAQ,1980,2934.86,Consumer Cyclical
MLI,Mueller Industries Inc,真鍮、銅、プラスチック、アルミ製品などを製造・販売しているメーカー。,NYSE,1991,2647.29,Industrials
MLM,Martin Marietta Materials,高速道路、インフラ整備、商業施設、住宅用資材を提供する建設用骨材メーカー,NYSE,1994,21939.51,Basic Materials
MLND,Millendo Therapeutics Inc,新しい不妊治療の発見、開発、商業化に従事するライフサイエンス企業,NASDAQ,2012,25.9,Healthcare
MLP,Maui Land & Pineapple Company Inc,不動産開発会社,NYSE,1994,209.68,Real Estate
MLR,Miller Industries Inc TENN,車両牽引および回収装置のメーカー,NYSE,1994,472.86,Consumer Cyclical
MLVF,Malvern Bancorp Inc,米国の銀行持株会社,NASDAQ,2008,143.89,Financial Services
MMAC,MMA Capital Holdings Inc,米国の不動産関連資産の運営会社,NASDAQ,1996,155.31,Financial Services
MMC,Marsh & McLennan,コンサルタント サービス会社,NYSE,1973,70874.14,Financial Services
MMM,3M,化学中心の大手複合企業,NYSE,1970,119442.04,Industrials
MMS,MAXIMUS Inc,米国の州・地方政府にサービスを提供するプログラム管理・コンサルティング会社。,NYSE,1997,5582.87,Industrials
MMSI,Merit Medical Systems Inc,米国の医療機器製造業者,NASDAQ,1990,3381.68,Healthcare
MMYT,Makemytrip,インドのネット旅行代理店,NASDAQ,2010,2863.74,Consumer Cyclical
MN,Manning & Napier Inc,米国での投資運用商品やサービスを提供している会社,NYSE,2011,143.24,Financial Services
MNKD,MannKind,糖尿病、がん、炎症、自己免疫疾患などの治療薬の開発、商業化に注力しているバイオ医薬品メーカー。,NASDAQ,2004,899.46,Healthcare
MNOV,MediciNova,2000年設立のバイオ医薬品メーカー。喘息、慢性閉塞性肺疾患、進行型多発性硬化症、固形がんなどの治療向けに低分子医薬品の獲得・開発を手掛ける。,NASDAQ,2006,198.49,Healthcare
MNPR,Monopar Therapeutics Inc,米国のバイオ医薬品会社,NASDAQ,2019,74.16,Healthcare
MNRL,Brigham Minerals Inc A,石油・ガス鉱物採掘を行う米国のエネルギー会社,NYSE,2019,1171.31,Energy
MNRO,Monro,米国東部の自社店舗で自動車底部の修理とタイヤサービスを手掛ける自動車修理チェーン店,NASDAQ,1991,2076.89,Consumer Cyclical
MNSB,MainStreet Bancshares Inc,米国の銀行持株会社,NASDAQ,2005,171.59,Financial Services
MNST,Monster Beverage,栄養ドリンクやフルーツジュースを扱う飲料メーカー,NASDAQ,1985,50408.96,Consumer Defensive
MNTX,Manitex International Inc,米国の重機器物流会社,NASDAQ,2005,147.27,Industrials
MO,Altria Group,たばこ・食品大手,NYSE,1962,92106.35,Consumer Defensive
MOD,Modine Manufacturing Company,熱伝導・蓄熱テクノロジー製品メーカー。,NYSE,1982,918.44,Consumer Cyclical
MODN,Model N Inc,生命科学・テクノロジー業界にサービスを提供している管理ソリューションの提供会社。,NYSE,2013,1186.87,Technology
MODV,ModivCare Inc,政府支援の社会サービスと非緊急輸送サービスを提供・管理。,NASDAQ,2003,2037.96,Healthcare
MOFG,MidWestOne Financial Group Inc,米国の銀行持株会社,NASDAQ,2008,502.07,Financial Services
MOH,Molina Healthcare Inc,健康保険サービスを提供するマネージドケア・サービス会社。,NYSE,2003,14541.6,Healthcare
MORF,Morphic Holding Inc,アルツハイマー病や変性疾患の治療薬の開発を行うバイオ医薬品企業,NASDAQ,2019,1936.75,Healthcare
MORN,Morningstar,投資情報サービスを提供,NASDAQ,2005,10039.49,Financial Services
MOS,Mosaic,肥料の製造・販売会社,NYSE,1988,13687.49,Basic Materials
MOV,Movado Group Inc,時計メーカー。北米、西欧、東アジアで複数のブランドの時計を販売。,NYSE,1993,680.81,Consumer Cyclical
MPAA,Motorcar Parts of America Inc,乗用車とトラック向けステアリング部品、ブレーキ、マスター･シリンダー、油圧製品を製造販売,NASDAQ,1994,460.4,Consumer Cyclical
MPB,Mid Penn Bancorp Inc,米国の銀行持株会社,NASDAQ,1997,326.78,Financial Services
MPC,Marathon Petroleum,石油の精製・輸送・販売に従事,NYSE,2011,41554.22,Energy
MPWR,Monolithic Power Systems Inc,世界で事業を展開する電力ソリューションの設計・開発会社。,NASDAQ,2004,15878.01,Technology
MPX,Marine Products Corp,米国のモーターボートメーカー,NYSE,2001,534.38,Consumer Cyclical
MRAM,Everspin Technologies,アプリケーション向けの離散･組込磁気抵抗メモリの設計･製造･配送に従事する米国を拠点とする会社。,NASDAQ,2016,116.6,Technology
MRBK,Meridian Corporation,米国の地方銀行,NASDAQ,2017,165.15,Financial Services
MRC,MRC Global,パイプ、バルブ、金具を販売,NYSE,2012,929.02,Energy
MRCY,Mercury Systems Inc,リアルタイム・デジタル信号処理システムの設計、製造、販売を手掛けコンピュータ・システム・メーカー。,NASDAQ,1998,3722.93,Industrials
MRIN,Marin Software,オンライン広告管理プラットフォームサービスを提供する企業,NASDAQ,2013,17.77,Technology
MRK,Merck,大手製薬会社,NYSE,1962,187650.97,Healthcare
MRKR,Marker Therapeutics Inc,米国のバイオ医薬品企業,NASDAQ,2002,258.17,Healthcare
MRLN,Marlin Business Services Inc,子会社を通じて主に中小企業向けに複写機などを提供している米国の銀行持株会社,NASDAQ,2003,271.53,Financial Services
MRNA,Moderna Inc,臨床試験段階のバイオテクノロジー会社。,NASDAQ,2018,82742.88,Healthcare
MRNS,Marinus Pharmaceuticals Inc,重度の神経障害・精神障害に対する治療薬の開発、商品化を手掛ける医薬品メーカー。,NASDAQ,2014,606.36,Healthcare
MRO,Marathon Oil,総合石油会社,NYSE,1970,10877.86,Energy
MRSN,Mersana Therapeutics Inc,バイオテクノロジー会社,NASDAQ,2017,1009.53,Healthcare
MRTN,Marten Transport Ltd,温度管理輸送業者,NASDAQ,1986,1393.93,Industrials
MRTX,Mirati Therapeutics Inc,バイオ医薬品会社,NASDAQ,2013,8145.62,Healthcare
MRVI,Maravai LifeSciences Holdings Inc A,大手ライフサイエンス企業,NASDAQ,2020,11002.99,Healthcare
MRVL,Marvell Technology Group,バミューダ籍の集積回路（IC）メーカー,NASDAQ,2000,32906.59,Technology
MS,Morgan Stanley,大手証券金融サービス会社,NYSE,1993,174821.03,Financial Services
MSA,MSA Safety Incorporated,人々や設備を保護するための安全用品の開発、製造、販売を手掛ける安全用品メーカー。,NYSE,1973,6701.53,Industrials
MSBI,Midland States Bancorp Inc,子会社を通じ、商業貸付、住宅ローン、資産運用等、従来の地域銀行業務及びその他金融サービスを提供している企業,NASDAQ,2016,618.47,Financial Services
MSCI,MSCI,投資顧問会社,NYSE,2007,38438.6,Financial Services
MSEX,Middlesex Water Co,水道事業を手掛けている会社,NASDAQ,1973,1499.45,Utilities
MSFT,Microsoft,ソフトウェア・情報処理サービス,NASDAQ,1986,1888842.42,Technology
MSGE,Madison Square Garden Entertainment Corp,スポーツ等のライブストリーミング配信を提供,NYSE,2020,2182.72,Communication Services
MSGN,MSG Networks A,スポーツ・娯楽サービス会社。,NYSE,2010,896.23,Communication Services
MSGS,The Madison Square Garden Sports Corp A,スポーツ・娯楽・メディア会社。スポーツ・フランチャイズを保有・運営。,NYSE,2015,4250.31,Communication Services
MSI,Motorola Solutions,ネットワーク機器大手,NYSE,1962,35621.8,Technology
MSM,MSC Industrial Direct A,製造業者へ製品修理用の部品などを提供,NYSE,1995,5186.09,Industrials
MSON,Misonix Inc,米国の超音波手術装置メーカー,NASDAQ,1992,391.65,Healthcare
MSP,Datto Holding Corp,ソフトウェアを設計・開発している会社,NYSE,2020,4238.33,Technology
MSTR,Micro Strategy Incorporated A,ビジネス・インテリジェンス・ソフトウエアと関連サービスを提供しているソフトウエア会社。,NASDAQ,1998,4723.4,Technology
MTB,M&T Bank,銀行持株会社,NYSE,1980,20748.03,Financial Services
MTBC,CareCloud Inc,米国の医療情報技術会社,NASDAQ,2014,129.32,Healthcare
MTCH,Match Group,お見合いサイトやアプリを運営している会社,NASDAQ,1993,37279.03,Communication Services
MTCR,Metacrine Inc,バイオ医薬品企業,NASDAQ,2020,101.2,Healthcare
MTD,Mettler-Toledo International,重量測定機器メーカー,NYSE,1997,29245.45,Healthcare
MTDR,Matador Resources Co,米国の独立系エネルギー会社,NYSE,2012,3846.8,Energy
MTEM,Molecular Templates Inc,バイオテクノロジー企業,NASDAQ,2005,488.58,Healthcare
MTEX,Mannatech,医薬品メーカー,NASDAQ,1999,53.21,Consumer Defensive
MTG,MGIC Investment Corp,米国の住宅ローン関連持株会社,NYSE,1991,4987.94,Financial Services
MTH,Meritage Homes Corp,米国の住宅建築会社,NYSE,1988,3948.57,Consumer Cyclical
MTN,Vail Resorts,山岳リゾート施設や都市のスキー場などを運営などを手掛ける米国の持株会社。,NYSE,1997,13432.31,Consumer Cyclical
MTOR,Meritor Inc,米国の自動車部品メーカー,NYSE,2000,1989.48,Consumer Cyclical
MTRN,Materion Corporation,子会社を通じて、高機能加工素材を製造、販売している加工素材メーカー。,NYSE,1980,1607.58,Basic Materials
MTRX,Matrix Service Co,石油、ガス、電力、石油化学、工業、鉱山・鉱物市場向けにエンジニアリングを提供している会社,NASDAQ,1990,295.22,Industrials
MTSI,MACOM Technology Solutions HD,無線・有線アプリケーション用アナログ半導体ソリューションを提供している企業。,NASDAQ,2012,4039.82,Technology
MTW,Manitowoc,クレーン、食品サービス機器などの製造のほか、造船なども行う多様な工業製品メーカー,NYSE,1990,945.49,Industrials
MTX,Minerals Technologies Inc,米国の鉱物資源処理関連企業,NYSE,1992,2901.45,Basic Materials
MTZ,MasTec Inc,公益事業と通信事業のインフラ建設、敷設、保守、改良を手掛ける専門工事会社。,NYSE,1973,8876.48,Industrials
MU,Micron Technology,半導体メモリー大手,NASDAQ,1984,93930.14,Technology
MUR,Murphy Oil,国際的な石油、ガスの採掘・精製・ 販売会社,NYSE,1980,3734.94,Energy
MUSA,Murphy USA,石油の小売などを手掛ける会社,NYSE,2013,3698.05,Consumer Cyclical
MUX,McEwen Mining,北・中南米で事業展開するカナダの鉱業会社,NYSE,1980,661.23,Basic Materials
MVBF,MVB Financial Corp,米国の銀行持株会社,NASDAQ,2012,498.02,Financial Services
MVIS,Microvision Inc,超小型ディスプレーおよび画像エンジンを開発するソフトウエア会社。,NASDAQ,1996,3198.53,Technology
MWA,Mueller Water Products Inc A,水の伝送・配送・測定に使用される製品の生産販売,NYSE,2006,2284.36,Industrials
MX,Magnachip Semiconductor Corporation,混合シグナルとデジタル・マルチメディア用半導体の製造会社,NYSE,2011,1079.58,Technology
MXC,Mexco Energy Corporation,米国にある天然ガスおよび石油の探査などを行う米国企業,NYSE American,1994,18.44,Energy
MXIM,Maxim Integrated Products,リニアIC、複合信号ICメーカー,NASDAQ,1988,27488.52,Technology
MXL,MaxLinear Inc A,設計に特化した米国の半導体メーカー,NYSE,2010,2788.23,Technology
MYE,Myers Industries Inc,米国のポリマー製品製造会社,NYSE,1980,783.07,Consumer Cyclical
MYFW,First Western Financial Inc,米国の金融サービス持株会社,NASDAQ,2018,229.85,Financial Services
MYGN,Myriad Genetics,分子診断製品の開発・製造会社,NASDAQ,1995,2119.7,Healthcare
MYOV,Myovant Sciences Ltd,バミューダ籍のバイオ医薬品企業。,NYSE,2016,2181.81,Healthcare
MYRG,MYR Group Inc,米国の電力インフラ市場向けにサービスを提供する請負業者,NASDAQ,2008,1492.43,Industrials
NAII,Natural Alternatives International Inc,米国の栄養補助食品メーカー,NASDAQ,1993,85.02,Consumer Defensive
NAK,Northern Dynasty Minerals Ltd,鉱物探査事業に従事している会社,NYSE American,2001,292.24,Basic Materials
NAPA,The Duckhorn Portfolio Inc,高級ワインメーカー,NYSE,2021,2205.45,Consumer Defensive
NARI,Inari Medical Inc,医療機器メーカー,NASDAQ,2020,4181.2,Healthcare
NAT,Nordic American Tankers Ltd,バミューダ籍のタンカーの会社。,NYSE,1997,529.72,Industrials
NATH,Nathan's Famous Inc,｢ネイサンズ｣の名前でフランチャイズレストランを経営している外食産業企業,NASDAQ,1993,281.58,Consumer Cyclical
NATI,National Instruments,エンジニア、科学者向け計測機器メーカー,NASDAQ,1995,5416.94,Technology
NATR,Nature's Sunshine Products Inc,米国で栄養補助食品を製造、販売している会社,NASDAQ,2009,406.51,Consumer Defensive
NAV,Navistar International,トラック、バス、防衛車両向けエンジンメーカー,NYSE,1962,4425.38,Industrials
NAVB,Navidea Biopharmaceuticals Inc,精密診断薬の開発と商業化に焦点を当てたバイオ医薬品会社,NYSE American,1992,51.67,Healthcare
NAVI,Navient,連邦家族教育ローンプログラムにより保険・保証された教育ローンを保有,NASDAQ,2014,3331.76,Financial Services
NBEV,NewAge Inc,飲料会社。健康飲料を中心に製造,NASDAQ,2014,337.32,Consumer Defensive
NBHC,National Bank Holdings Corp A,銀行持株会社,NYSE,2012,1218.35,Financial Services
NBIX,Neurocrine Biosciences Inc,神経性精神病などの疾患や障害の治療法を発見・開発している医薬品メーカー。,NASDAQ,1996,8924.2,Healthcare
NBN,Northeast Bank,預金商品などを提供している米国の銀行持株会社,NASDAQ,1987,255.29,Financial Services
NBR,Nabors Industries,バミューダの原油・ガス掘削会社,NYSE,1973,897.88,Energy
NBSE,NeuBase Therapeutics Inc,米国のバイオ医薬品企業,NASDAQ,2004,173.07,Healthcare
NBTB,NBT Bancorp Inc,米国の金融持株会社,NASDAQ,1992,1678.82,Financial Services
NC,Nacco Industries A,子会社を通じ、石炭のほか小型家電と台所用品を販売している米国の持株会社,NYSE,1977,188.9,Energy
NCBS,Nicolet Bankshares Inc,米国の銀行持株会社,NASDAQ,2013,770.61,Financial Services
NCLH,Norwegian Cruise Line Holdings Ltd,英国(バミューダ籍)のクルーズ船運航持株会社。フリースタイルクルージングと呼ばれる形式を取り入れ、リゾートスタイルの雰囲気と食事を提供する。,NYSE,2013,11882.25,Consumer Cyclical
NCMI,National Cinemedia Inc,映画館やオンラインでの広告、及びプロモーションの上映を通して、デジタル映画館メディアネットワーク事業を展開している米国の持株会社,NASDAQ,2007,392.86,Communication Services
NCNO,nCino Inc,金融機関向けのクラウドベースソフトウェアのグローバルプロバイダー,NASDAQ,2020,5919.81,Technology
NCR,NCR,金融取引機器などのメーカー,NYSE,1996,6185.03,Technology
NDAQ,Nasdaq,ナスダック（米店頭株式市場）の運営会社,NASDAQ,2002,27933.55,Financial Services
NDLS,Noodles & Co,米国で事業を展開しているレストランチェーン。,NASDAQ,2013,565.6,Consumer Cyclical
NDSN,Nordson Corporation,消費財や工業製品の製造工程で接着剤やシーラント、コーティング剤を塗布するシステムを設計、製造、販売している企業。,NASDAQ,1980,13030.11,Industrials
NEE,NextEra Energy,クリーンエネルギー持株会社,NYSE,1973,141891.29,Utilities
NEM,Newmont,金鉱業,NYSE,1980,57243.02,Basic Materials
NEO,NeoGenomics Inc,癌に焦点を当てた試験所のネットワークを運営しているプロバイダ,NASDAQ,2004,4823.21,Healthcare
NEOG,Neogen,食品・家畜安全に特化した製品とサービスを開発、販売する安全性テスト用品メーカー,NASDAQ,1989,9717.55,Healthcare
NEON,Neonode Inc,ユーザーインターフェースと光学赤外線タッチ技術をライセンス供与している会社,NASDAQ,1989,70.06,Technology
NEP,NextEra Energy Partners LP,風力発電・太陽光発電・天然ガス事業等のプロジェクトの運営・買収などを行う会社,NYSE,2014,5216.86,Utilities
NEPH,Nephros Inc,米国の液体浄化装置メーカー,NASDAQ,2004,87.67,Healthcare
NEPT,Neptune Wellness Solutions Inc,バイオテクノロジー企業,NASDAQ,2007,224.12,Healthcare
NERV,Minerva Neurosciences Inc,バイオ医薬品企業,NASDAQ,2014,123.89,Healthcare
NESR,National Energy Services Reunited Corp,油田サービスを提供している英領バージン諸島籍の会社,NASDAQ,2017,1274.53,Energy
NET,CloudFlare Inc Inc A,サイバーセキュリティ会社。,NYSE,2019,25806.81,Technology
NETE,Net Element Inc,金融サービステクノロジーを提供する米国企業,NASDAQ,2008,56.42,Technology
NEU,NewMarket Corporation,燃料および潤滑油の添加物を開発、製造、混合する化学品メーカー。,NYSE,1980,3763.89,Basic Materials
NEWR,New Relic,ソフトウェア・アナリティクス製品のSaaSプロバイダー,NYSE,2014,4008.83,Technology
NEX,NexTier Oilfield Solutions Inc,米国の油田・ガス田の掘削サービス会社,NYSE,2017,1137.98,Energy
NEXT,NextDecade Corp,統合ガス産業における陸上ベースの液化天然ガス（LNG）プロジェクトおよび関連するパイプラインの開発に従事している会社。,NASDAQ,2015,298.17,Energy
NFBK,Northfield Bancorp Inc,米国の銀行持株会社,NASDAQ,2007,858.3,Financial Services
NFE,New Fortress Energy Inc,天然液化ガス（LNG)供給会社。,NASDAQ,2019,8191.48,Utilities
NFG,National Fuel Gas,天然ガスの総合会社,NYSE,1973,4888.68,Energy
NFLX,Netflix,オンライン映画レンタルサービス会社,NASDAQ,2002,219369.19,Communication Services
NG,Novagold Resources Inc,金・銅鉱物の探査開発に携わる企業,NYSE American,2003,3376.31,Basic Materials
NGD,New Gold Inc,自然資源の取得、探査、開発に従事する金鉱会社,NYSE American,2004,1439,Basic Materials
NGM,NGM Biopharmaceuticals Inc,非アルコール性脂肪肝炎（NASH)、２型糖尿病などの治療薬の研究をしている臨床段階のバイオ医薬品会社。,NASDAQ,2019,1250.78,Healthcare
NGS,Natural Gas Services Group Inc,天然ガス産業向けに小・中型圧縮機器を提供する米国企業,NYSE,2002,150.4,Energy
NGVC,Natural Grocers By Vitamin Cottage Inc,米国の食品会社,NYSE,2012,254.78,Consumer Defensive
NGVT,Ingevity Corporation,接着剤、インク、石けん、洗剤、農薬、金属加工液、および潤滑油を提供する特殊化学品メーカー。,NYSE,2016,3383.24,Basic Materials
NH,NantHealth Inc,医療機器の提供に従事している会社,NASDAQ,2016,305.19,Healthcare
NHC,National Healthcare Corp,高齢者の生活と在宅医療サービスを提供している会社,NYSE American,1987,1149.1,Healthcare
NHTC,Natural Health Trends Corp,米国の自然医薬品・化粧品販売会社,NASDAQ,1995,86.7,Consumer Cyclical
NI,NiSource,天然ガス、電力などのエネルギー持株会社,NYSE,1973,9997.61,Utilities
